ID;RUT;DV;NOMBRES;PATERNO;MATERNO;NAC_DIA;NAC_MES;NAC_ANHO;SEXO;DIRECCION;NRO;COMUNA;POSEE_LICENCIA;LICENCIA;ANTEOJOS
424;18424131;5;MICHAEL;VILLEGAS;CUEVAS;10;6;1988;2;PARAGUAY;3405;SAN RAMON;1;B;0
425;13221640;1;YESENIA;ARAYA;CONTRERAS;4;5;1998;1;LOS PAJARITOS;7502;PUDAHUEL;0; ;0
426;14900053;4;MARCOS;ITURRIAGA;IBACETA;2;12;1999;2;AV. TOME;4376;LA GRANJA;1;C;0
427;6243340;K;SONIA;QUIÑONES;PIZARRO;9;8;1993;1;TRINIDAD;2029;LA FLORIDA;1;A;1
428;7192280;4;BRISTELIA;RAMOS;RAMOS;27;5;1996;1;SEGUNDA TRANSVERSAL;2098;MAIPU;0; ;0
429;18331156;5;KATERINE;ULLOA;CORNEJO;8;9;1990;1;SAN PABLO;6896;SANTIAGO;1;C;0
430;19163538;8;PEDRO;VIDAL;BARRIOS;26;5;1986;2;CAPITAN GALVEZ;8504;ESTACION CENTRAL;1;C;0
431;4394035;K;DEISE;DIAZ;DIAZ;27;6;1986;1;LOS AZAHARES;6529;PUENTE ALTO;1;A;0
432;14465986;4;RITA;GOMEZ;LAZO;8;5;1990;1;CAMINO PEÑALOLEN;5977;PEÑALOLEN;1;B;0
433;15441394;4;DANIELA;DONOSO;CABRERA;25;5;2001;1;DARWIN;1921;SAN JOAQUIN;1;C;0
434;14074202;3;PAMELA;VIDAL;RUBIO;19;7;2001;1;ISLA GUAITECAS;7053;LAS CONDES;1;B;0
435;19701075;4;VANIA;SALINAS;QUEZADA;22;9;2002;1;PJE. JUAN JOSE LATORRE;547;MAIPU;1;B;0
436;12576195;K;MARCO;TAPIA;MORENO;3;3;1982;2;CARRASCAL;5623;QUINTA NORMAL;1;B;0
437;7771678;5;JESUS;LEIVA;MARTINEZ;16;10;1990;2;RENE OLIVA;6063;CERRO NAVIA;1;C;0
438;11485891;9;MARIA;BARAHONA;MENESES;15;3;1993;1;SAN JORGE;9448;LA FLORIDA;1;B;1
439;18625861;4;JESSICA;DIAZ;HERRERA;21;9;2002;1;JOSE JOAQUIN AGUIRRE LUCO;2115;HUECHURABA;1;B;0
440;4246028;1;RAMON;GOMEZ;FALCON;9;12;1998;2;HUELEN;2632;CERRO NAVIA;1;C;1
441;8828897;1;CARMELA;HIDALGO;SANTIBAÑEZ;3;11;2002;1;SENO OTWAY;6962;CERRO NAVIA;1;B;0
442;11486258;4;MARISOL;RUZ;CASTRO;4;3;2000;1;TENIENTE PONCE;2760;CONCHALI;1;B;0
443;12477370;9;ALFREDO;CORNEJO;ZUÑIGA;30;9;1991;2;RIO ACONCAGUA;7353;LA GRANJA;1;C;0
444;14413259;9;FLOR;OSORIO;MUÑOZ;10;2;1994;1;SANTA ROSA;6049;SAN RAMON;1;A;1
445;2893938;8;CARMEN;DONOSO;COVARRUBIAS;19;11;1989;1;MAPOCHO;4149;CERRO NAVIA;1;C;0
446;19165364;5;DEYANIRA;RETAMAL;MUÑOZ;5;11;2002;1;DIAGONAL CERVANTES;5955;SANTIAGO;1;B;0
447;13804284;7;OCTAVIO;ZUÑIGA;CASTILLO;14;8;1999;2;ARZOBISPO SUBERCASEUX;9584;ESTACION CENTRAL;1;A;0
448;8064570;8;ARTURO;ALVARADO;VELASQUEZ;22;1;1986;2;LOS TRES ANTONIOS;6891;ÑUÑOA;1;C;0
449;9600287;4;ISABEL;BRITO;NAVARRO;16;12;1988;1;NICANOR MOLINARE;5613;PUDAHUEL;1;A;0
450;13601891;4;MARILYN;SOBARZO;FIGUEROA;31;1;2007;1;GOLFO TRINIDAD;2453;LA PINTANA;1;C;1
451;14093166;7;JOSE;ESTOLAZA;ADASME;17;9;1992;2;MAPOCHO SUR;9259;CERRO NAVIA;1;A;0
452;16459998;1;YOSELINNE;VEGA;SALINAS;15;4;1998;1;ANDES;6715;SANTIAGO;1;A;1
453;4324845;6;ILDEFONSO;ARQUEROS;CASTILLO;29;1;1988;2;RAMON CRUZ MONTT FRENTE AL;6165;ÑUÑOA;0; ;0
454;5195277;4;MARINA;GRANDON;ROJAS;22;10;2003;1;JESUS OBRERO;7680;QUILICURA;1;C;0
455;10624830;3;SANDRA;LEYTON;DEJOURDIN;25;10;1999;1;SAN FRANCISCO;6820;SAN RAMON;1;C;0
456;9252669;0;GLADYS;OLIVARES;ZAMORA;21;9;2000;1;DEL GRANITO;9704;CONCHALI;1;B;0
457;9352672;4;JORGE;VASQUEZ;GOMEZ;19;10;2002;2;CAMINO EL OTOÑAL FRENTE AL;2837;LAS CONDES;1;C;0
458;17618342;K;SEBASTIAN;MENA;PAEZ;27;2;1985;2;PAN;725;RENCA;1;A;0
459;6095909;9;INES;MIRANDA;ESPINOZA;12;8;1991;1;LOS ARRAYANES;3935;LO PRADO;1;A;0
460;16531024;1;MARIA;BENITEZ;POBLETE;17;4;1990;1;SAN DIEGO;4737;SANTIAGO;1;A;0
461;4778360;7;MILSA;VARAS;LABARCA;30;5;2007;1;RAMON ROSALES;5807;QUILICURA;1;A;0
462;9358538;0;LUIS;ARAYA;CONTRERAS;2;12;1991;2;SAN CARLOS;9006;PUENTE ALTO;1;A;0
463;10136799;1;JACQUELINE;DIAZ;CASTILLO;14;11;2000;1;LAGO YULTAN;6814;PEÑALOLEN;1;C;0
464;8172478;4;CESAR;GONZALEZ;GARCIA;2;4;1987;2;REY DON FELIPE;5267;LA PINTANA;1;B;0
465;11738771;2;CAROLA;MONTENEGRO;SANDOVAL;1;3;1999;1;PJE. QUECHUAS;8130;PEÑALOLEN;1;A;0
466;17731040;9;SEBASTIAN;RAMIREZ;DUARTE;17;1;1984;2;MANUEL RODRIGUEZ;8801;RENCA;1;A;0
467;8960810;4;ANA;GODOY;GODOY;27;5;2004;1;JOSE JOAQUIN PEREZ;8852;CERRO NAVIA;1;C;0
468;19341214;9;WILSON;CASTRO;AHUMADA;26;12;1992;2;CORONEL;5361;LA GRANJA;1;A;0
469;12033678;9;SERVANDO;REYES;SALAZAR;30;11;2004;2;CERRO LA SILLA;6061;LA FLORIDA;1;A;0
470;8038102;6;ALICIA;AHUMADA;DIAZ;3;2;2006;1;MAMA KRISTINA;9089;CERRO NAVIA;1;A;0
471;10159879;9;HECTOR;ESPINOZA;CASTILLO;10;9;1992;2;DAGOBERTO GODOY;9567;PUDAHUEL;1;B;0
472;17336375;3;FRANCISCA;FLORES;URIBE;11;12;2000;1;TARAPACA;5906;SANTIAGO;1;A;1
473;17851156;4;CAMILO;GUAJARDO;PINILLA;3;11;1998;2;MARURI;7378;INDEPENDENCIA;1;B;0
474;9437901;6;VENO;ALVARADO;VARGAS;9;1;1991;2;STA. ANSELMA;472;LA CISTERNA;1;A;0
475;19258870;7;IGNACIO;ANDRADES;ZUÑIGA;23;9;1987;2;5 DE ABRIL;1436;CERRILLOS;1;C;1
476;19273977;2;LUIS;PINO;OSORIO;6;6;1994;2;LAS CONDES;1494;LO BARNECHEA;1;C;0
477;12827362;K;PATRICIO;PIZARRO;MUÑOZ;10;12;2002;2;4 ORIENTE;3965;QUILICURA;1;A;0
478;5711208;5;SONIA;TOLEDO;POBLETE;7;12;1988;1;ILOCA;4509;LA PINTANA;1;A;0
479;10551694;0;RUTH;GOMEZ;PENROZ;12;9;2001;1;LOS TAMARINDOS;2500;LO PRADO;1;C;1
480;13566517;7;GRACIELA;GONZALEZ;MARABOLI;27;9;2000;1;PJE. E;1510;QUINTA NORMAL;1;B;0
481;6029097;0;LUIS;MORALES;LAZO;10;2;1994;2;SANTA ZITA;5927;LAS CONDES;1;A;0
482;12818418;K;DORCA;NUÑEZ;BRANTT;11;12;2000;1;EL ABANICO;9577;PEÑALOLEN;1;C;0
483;9840935;1;RUBEN;SALINAS;DIAZ;26;11;2004;2;RANCAGUA;2284;PROVIDENCIA;1;C;0
484;4200296;8;JULIA;ESPINA;CATALDO;11;11;2002;1;LANALHUE;6238;CERRO NAVIA;1;A;0
485;9855515;3;NORA;NARANJO;RAMIREZ;1;6;1989;1;SAN PEDRO NOLASCO;3598;SAN BERNARDO;1;B;0
486;732918;0;ANA;VARGAS;HIDALGO;24;4;1998;1;UNO ORIENTE;3944;LA GRANJA;1;A;0
487;12163730;8;ELIAS;ARAVENA;ASTORGA;14;9;2019;2;RIO DOURO;376;CERRO NAVIA;1;C;0
488;12078418;8;MARIA;LUCO;CALQUIN;3;2;2004;1;AV. TRINIDAD;6489;LA FLORIDA;1;C;1
489;19165342;4;BELEN;FUENZALIDA;GONZALEZ;4;7;1991;1;LOS CAPUCHINOS;9580;MAIPU;1;A;0
490;18627758;9;BRYAN;ALVARADO;ACEVEDO;20;9;2002;2;TEHUACO;6957;ESTACION CENTRAL;1;C;0
491;14205479;5;KATERIN;CARVAJAL;ARCE;26;7;1994;1;BEAUCHEF;8350;PEDRO AGUIRRE CERDA;0; ;1
492;6422456;5;GABRIELA;DUARTE;BUGUEÑO;22;2;1999;1;ZEUS;7019;RENCA;1;A;0
493;21914033;9;ORVAÑANOS;GURZA;Y;3;3;1985;1;AV. MAQUINISTA GENTOSO;1065;ESTACION CENTRAL;1;A;1
494;4676196;0;ADELA;MIRANDA;SEGOVIA;7;4;1978;1;AV. CLUB HIPICO;1617;SANTIAGO;1;B;0
495;7048360;2;TERESA;SANDOVAL;RIQUELME;23;2;2007;1;PJE. KIEV P INTENDENTE SAAVEDRA;4546;CERRO NAVIA;1;A;1
496;17335887;3;HECTOR;TAPIA;BARRERA;24;6;1986;2;INDIO GERONIMO;8036;EL BOSQUE;1;B;0
497;6879874;4;ISSA;DONOSO;MARIN;31;1;1994;1;DIAGONAL SUR ORIENTE;1682;LA GRANJA;0; ;0
498;15316195;K;MARIA;PARRAGUEZ;VARGAS;10;9;1985;1;VITACURA;5136;VITACURA;1;A;0
499;12173904;6;ELIANA;RAMOS;VICENCIO;1;7;2006;1;EL CONQUISTADOR;1477;MAIPU;1;C;0
500;3512306;7;MANUEL;CARPIO;FUENTES;25;9;1989;2;HUASCO;9564;LO ESPEJO;1;C;0
501;13999728;K;DANY;ULLARZON;ALVARADO;4;9;2007;2;FRANCISCO LEDANTEC;7427;MAIPU;1;B;0
502;9703968;2;FREDI;VIGNES;ROJAS;29;11;1993;2;AV. INDEPENDENCIA;1000;CONCHALI;1;C;0
503;4904726;6;ANA;VERGARA;MOYA;22;12;1988;1;AV. PORTUGAL;7183;SANTIAGO;1;A;1
504;10823353;2;TERESA;DONAIRE;NEGRETE;14;6;2000;1;LAS CODORNICES;9218;MACUL;1;A;0
505;13369388;2;VERONICA;VARGAS;MARTINEZ;16;8;1987;1;LAGO TODOS LOS SANTOS;2590;PUENTE ALTO;1;C;1
506;15312856;1;JONATHAN;CAYUL;MONSALVE;20;2;2001;2;AV. CRISTOBAL COLON;9994;LAS CONDES;1;C;0
507;6085499;8;VICTOR;FIGUEROA;ROJAS;3;12;2002;2;ISALA PEAK;4583;PUDAHUEL;1;B;0
508;9904995;2;ISRAEL;CANALES;NUÑEZ;14;8;2009;2;SAN DANIEL;7603;PUDAHUEL;1;C;0
509;3902925;1;ISMIA;CASTILLO;ALCAYAGA;14;7;1997;1;COLOMBIA;7935;LA FLORIDA;1;A;0
510;13898469;9;MARITZA;CORREA;MONTECINOS;24;8;2000;1;QUACTEMOC;6377;PEDRO AGUIRRE CERDA;1;A;0
511;7103775;4;SONIA;MEDINA;SANTANDER;9;8;1999;1;ROJAS MAGALLANES FRENTE AL;729;LA FLORIDA;1;B;0
512;11630928;9;ELIZABETH;ALBORNOZ;MUÑOZ;26;12;1986;1;VIA LACTEA;3335;MAIPU;1;A;0
513;11727122;6;NARDA;GODOY;CAMPUSANO;10;5;1991;1;SALAR;2220;RENCA;0; ;0
514;11486274;6;CECILIA;ABALLAY;AHUMADA;22;2;1986;1;EYZAGUIRRE;4603;SAN BERNARDO;1;A;0
515;7045144;1;MARIA;NARANJO;CABRERA;4;8;1972;1;BERNARDINO PARADA;8285;LA PINTANA;1;C;0
516;8649486;8;LUIS;QUEZADA;DIAZ;5;8;1988;2;ICTINOS;3695;PEÑALOLEN;1;A;0
517;7913046;K;ERNESTO;GOMEZ;DIAZ;12;3;2003;2;SANTA CONSUELO;4697;LA PINTANA;1;B;0
518;8778766;4;MARIO;GUZMAN;VARGAS;11;9;2006;2;CHACABUCO;3300;MAIPU;0; ;0
519;11125912;7;MARINA;LAGOS;ARENAS;28;10;1987;1;SALVADOR SANFUENTES;3673;SANTIAGO;0; ;0
520;15604054;1;EDITH;LEIVA;VICENCIO;1;2;1995;1;AV. MANUEL ANTONIO MATTA;5545;SANTIAGO;1;A;0
521;4467119;0;MARGARITA;ROJAS;ARANCIBIA;12;5;1998;1;AURELIO DIAZ MESA;1080;LA PINTANA;1;C;0
522;13259204;7;JUAN;BAHAMONDEZ;MELO;30;12;1992;2;CLAUDIO ARRAU;5640;EL BOSQUE;1;C;0
523;13754921;2;MOISES;ESCOBAR;VICENCIO;9;1;1993;2;OBSERVATORIO;5186;EL BOSQUE;1;B;0
524;3838164;4;FRANCISCO;CABELLO;CABELLO;13;12;1990;2;AV. LAS TORRES;1844;PUDAHUEL;1;B;0
525;16149937;4;VIVIANA;ULLOA;ACEVEDO;3;12;2005;1;JOSE MANUEL INFANTE;5991;PROVIDENCIA;1;A;0
526;10084171;1;AURELIA;GONZALEZ;TAPIA;25;9;1975;1;PORTALES;1068;MAIPU;1;B;0
527;6448558;K;EMETERIA;HIDALGO;VICENCIO;8;5;2002;1;TOPOCALMA;7457;RENCA;0; ;0
528;17273345;K;LUIS;VALLE;BARRIENTOS;11;4;2000;2;REAL AUDENCIA;6312;CERRILLOS;1;A;1
529;20130011;8;ANA;HIDALGO;GEORGES;1;8;1997;1;PJE. UNO;378;MAIPU;0; ;0
530;11433601;7;ELODIA;NUÑEZ;HERNANDEZ;18;6;2002;1;SAN LUIS DE MACUL;2842;PEÑALOLEN;1;A;0
531;17376872;9;HUMBERTO;ROJAS;CARRASCO;25;6;1987;2;SANTA ROSA;5076;SANTIAGO;1;A;0
532;17231004;4;DANIEL;CARVAJAL;RUZ;2;12;1986;2;PJE. NVA. SAN MARTIN;5083;MAIPU;1;A;1
533;16531023;3;PABLO;LOPEZ;TREJO;10;9;1987;2;ACAPULCO;2013;LO ESPEJO;1;A;0
534;9641532;K;MARGARITA;VEGA;URTUBIA;8;2;2006;1;ARTURO PRAT;8378;RENCA;0; ;0
535;12853079;7;DANIELA;CORNEJO;MUÑOZ;20;1;1990;1;ALBERTO GONZALEZ;3823;CONCHALI;1;A;0
536;17108701;5;MILIXA;GONZALEZ;GARATE;17;9;1999;1;PJE. PRINCIPAL;9300;INDEPENDENCIA;1;B;0
537;14171040;0;DENISSE;LUARTE;VASQUEZ;12;2;2000;1;PARQUE LAS FLORES;7690;PUENTE ALTO;1;B;1
538;16458691;K;NICOLE;ROJAS;NAVARRO;6;8;1987;1;PJE. IQUIQUE;7727;PUDAHUEL;1;B;0
539;8583294;8;JORGE;SALAS;PEREZ;8;4;1995;2;INDUSTRIAS;4037;LA CISTERNA;1;C;0
540;4819201;7;PEDRO;CAYUPAN;BLANCO;25;4;2009;2;TEGUALDA;9589;PROVIDENCIA;1;C;0
541;17273285;2;JARITZA;CORROTEA;ASTORGA;29;10;1993;1;POETA DAMASO ALONSO;3805;LA PINTANA;1;C;0
542;10618116;0;CARLOS;FERNANDEZ;LAGOS;4;3;1992;2;URETA COX;2345;SAN JOAQUIN;1;B;1
543;15260669;9;ALEXIS;SANCHEZ;NOVOA;17;7;1995;2;CIUDAD DE MEXICO;6652;CERRILLOS;1;B;0
544;13245062;5;CRISTIAN;LOYOLA;CARVALLO;2;7;1997;2;BAHIA CATALINA;3771;LA FLORIDA;1;A;0
545;17427920;9;TERESA;MIRANDA;ÑANCUPIL;16;3;1986;1;LOYOLA;7617;LO PRADO;0; ;0
546;7740565;8;GERMAN;SOTO;VALLE;1;9;2007;2;LUIS MATTE LARRAIN;9127;PUENTE ALTO;0; ;0
547;9466575;2;MARCO;ALVEAR;FARIAS;5;3;2001;2;ECHEVERRIA;2188;INDEPENDENCIA;1;A;0
548;15362774;6;PAZ;DIAZ;LA;16;4;1996;1;RIO AMAZONAS;4763;CONCHALI;1;A;0
549;7470490;5;HILDA;PUEBLA;TORO;16;1;1986;1;LA ESCUELA;6188;SAN MIGUEL;0; ;0
550;10407674;2;MARIA;SALAS;SEGOVIA;10;7;2005;1;CARMEN MENA;9816;SAN JOAQUIN;1;C;1
551;12827391;3;LUIS;MUÑOZ;DONOSO;14;7;2003;2;EL TRIGAL;6039;ESTACION CENTRAL;1;A;0
552;9050787;7;NICASIO;VARGAS;VERA;23;5;1988;2;AV. CENTRAL CARDENAL RAUL SILVA HENRIQUEZ;8682;PEDRO AGUIRRE CERDA;1;B;0
553;20095962;0;MANUEL;CONTRERAS;MUÑOZ;6;2;1990;2;SAN GUILLERMO;7920;PUENTE ALTO;1;C;0
554;9450717;0;ROSALVA;MEDINA;IBARRA;29;8;2001;1;LIA AGUIRRE;4493;LA FLORIDA;1;A;0
555;18241227;9;ISABEL;MORALES;HENRIQUEZ;23;1;1987;1;MAR CASPIO;5378;CERRO NAVIA;1;C;0
556;9937517;5;RAUL;PEÑA;IBARRA;6;3;1995;2;COMANDANTE MALBEC;8115;LO BARNECHEA;1;C;0
557;10999551;7;BENIGNA;VALDEBENITO;CAMPOS;14;6;1981;1;PJE. COPIAPO;481;LA FLORIDA;1;C;0
558;9490081;6;BERNARDINA;CORTES;SALINAS;18;3;2006;1;AMERICA;4012;SAN BERNARDO;0; ;0
559;12827397;2;VICTOR;GARCIA;ROJAS;7;11;1972;2;AV. OBSERVATORIO;8645;EL BOSQUE;0; ;1
560;10981999;9;ANSONY;VALENZUELA;LIZAMA;10;5;1988;2;MAPOCHO;6223;QUINTA NORMAL;1;C;1
561;12175707;9;OSCAR;CONTRERAS;URIBE;12;11;1997;2;JOSE MIGUEL INFANTE;825;RENCA;1;A;0
562;16823069;9;MARCELO;SALAZAR;RODRIGUEZ;10;10;1990;2;ESTADIO DE QUILICURA;9559;QUILICURA;1;C;1
563;20095852;7;MANUEL;OYARZO;GOMEZ;8;8;1989;2;LO ERRAZURIZ;3845;CERRILLOS;1;A;1
564;15417330;7;SEBASTIAN;VARGAS;SANDOVAL;8;1;2002;2;AGATA;703;RENCA;1;A;0
565;16371796;4;LORETO;CORROTEA;ASTORGA;17;2;2004;1;ENRIQUE MATTE;7987;PEDRO AGUIRRE CERDA;1;C;1
566;20298087;2;MARIA;MIRANDA;GRANDON;20;4;1996;1;NAVIDAD;5861;PEDRO AGUIRRE CERDA;1;A;0
567;5957092;7;CARLOS;SILVA;VALERO;20;8;1994;2;STA. VICTORIA;9140;PUDAHUEL;1;C;0
568;10405018;2;ELENA;FUENTES;MAUNA;12;5;1997;1;SICILIA;7533;RENCA;1;C;0
569;13490418;6;JAVIER;ESCALONA;REYES;27;12;1998;2;LOS DIAMANTES LOC;1390;MAIPU;1;A;0
570;6617130;2;MARIA;ACUÑA;VICENCIO;3;9;2005;1;PJE. SANTA LORENA;7977;LA PINTANA;1;C;0
571;4106963;5;WASHINGTON;NEIRA;MORALES;20;7;1990;2;AV. MACUL;9102;MACUL;1;B;0
572;6348073;8;LINDORFO;LOPEZ;GONZALEZ;8;2;1994;2;CASTILLO;7859;SANTIAGO;1;A;0
573;19092563;3;CAROLINE;ROMAN;ROMAN;27;8;2003;1;AV. LA FLORIDA;2655;LA FLORIDA;1;A;1
574;2599361;6;OSCAR;CID;SASO;14;12;1990;2;GLORIAS NAVALES;7978;MAIPU;1;C;0
575;11738751;8;PAULINA;ESPINOZA;TORRES;7;11;1996;1;PJE. OSMIO;8134;MAIPU;1;A;0
576;19547271;8;ORESTE;CALBUCOY;LOBOS;13;4;1991;2;JOSE MANUEL IRARRAZAVAL;3466;MAIPU;1;A;1
577;18154015;K;MILDRED;AHUMADA;ASTORGA;29;10;2000;1;LOS FLAMENCOS;7236;HUECHURABA;1;B;1
578;15609566;4;JUDITH;CONTRERAS;PEREZ;26;3;1988;1;LAS TORCAZAS;9329;CERRO NAVIA;1;C;0
579;10749147;3;INES;ROSALES;ABAD;14;6;1970;1;LUIS CARRERA FRENTE AL;2102;VITACURA;1;C;1
580;18151748;4;CINTHYA;GONZALEZ;GARATE;12;7;2002;1;PAUL CEZANNE;4358;SAN BERNARDO;1;C;0
581;7981953;0;MARCELO;MONTENEGRO;MOYANO;28;10;2004;2;AV. APOQUINDO;1436;LAS CONDES;1;B;0
582;5079154;8;ADELMO;ROJAS;VARAS;12;7;2007;2;SAN DANIEL;7519;PUDAHUEL;1;B;0
583;6156582;5;GUMERCINDA;ARAVENA;ALARCON;16;7;2005;1;COLO COLO;1086;CERRILLOS;1;A;0
584;7775654;K;DANISA;ARAYA;VALENCIA;23;4;2003;1;NAVIDAD;2841;PEDRO AGUIRRE CERDA;0; ;1
585;5385604;7;ALFONSO;CARCAMO;JORQUERA;11;6;2004;2;CRETA;6874;PUENTE ALTO;1;C;0
586;16933344;0;VICTOR;MUÑOZ;CARRASCO;20;3;1998;2;OCHO DE ENERO;5375;ESTACION CENTRAL;0; ;0
587;9894455;9;FERNANDO;LLANCAFIL;LILLO;13;8;1995;2;MARIA ELENA;2964;LA FLORIDA;1;C;1
588;12258755;K;JEANNE;ROJAS;TAPIA;21;5;1976;1;LO BLANCO;3163;LA PINTANA;1;C;0
589;16941542;0;CAROLINA;DONAIRE;FIGUEROA;25;2;2006;1;SALVADOR GUTIERREZ;2963;CERRO NAVIA;1;B;0
590;17230320;K;VICTOR;RIVERO;VINET;4;9;2001;2;PARQUE INSTITUCIONAL;5442;PUENTE ALTO;1;C;0
591;10934850;3;JACQUELINE;BARRIENTOS;LAFUENTE;20;8;1986;1;PASEO EL PRADO;907;QUILICURA;1;A;0
592;16146596;8;LUIS;DIAZ;LAZO;16;2;1987;2;AV. VICUÑA MACKENNA;689;SANTIAGO;1;A;0
593;10893716;5;ERIKA;VERGARA;FLORES;7;6;1989;1;LAS PALMERAS FRENTE AL;5288;ÑUÑOA;1;A;0
594;12827371;9;JACQUELINE;CERDA;SILVA;27;1;2001;1;LIRA;845;SANTIAGO;1;A;0
595;13657696;8;DORIS;DIAZ;SEPULVEDA;17;3;1995;1;DIVINO MAESTRO;4438;CERRILLOS;0; ;1
596;19547012;K;RAFAEL;LEIVA;HERRERA;20;7;1984;2;PLACER;1290;SANTIAGO;1;A;0
597;12441466;0;WALDO;COLLAO;SANHUEZA;24;1;2007;2;CELANOVA;2891;LA PINTANA;1;B;0
598;15390419;7;MICHELE;GEORGE;ZAMORA;20;8;1996;1;ROJAS MAGALLANES ESQ. AV. LA FLORIDA;3986;LA FLORIDA;1;A;0
599;12364140;K;VERONICA;PULGAR;RIQUELME;24;8;1989;1;DOMINGO FAUSTINO SARMIENTO;8099;MAIPU;1;C;1
600;11968536;2;SINFOROSO;REYES;PAREDES;17;4;1989;2;PJE. QUELLON;804;PUENTE ALTO;1;C;0
601;19547361;7;ISABEL;CASTRO;AHUMADA;5;1;2005;1;AV. CRISTOBAL COLON;7509;LAS CONDES;1;C;1
602;12611048;0;LUISA;CHURATA;VIZA;28;9;2000;1;GERONIMO DE ALDERETE;6348;LA FLORIDA;1;B;1
603;10923811;2;TERESA;ROJAS;MOLINA;11;1;2005;1;COLON;1356;LAS CONDES;1;A;1
604;1173802;8;LUIS;ALLENDE;ESPINOZA;27;5;2004;2;EL ABETO;5767;PUDAHUEL;1;C;1
605;8438493;3;IVAN;HURTADO;ARAYA;31;8;2007;2;TEATINOS FRENTE AL;9863;SANTIAGO;1;C;0
606;9472002;8;JULIA;MONDACA;VILLALON;12;2;1989;1;JUAN FRANCISCO GONZALEZ;2022;QUILICURA;1;C;1
607;9667309;4;ALVARO;RODRIGUEZ;SILVA;16;2;1987;2;COOPERACION;8439;PEDRO AGUIRRE CERDA;1;C;0
608;16459240;5;JUAN;SALINAS;ZUBICUETA;2;10;1966;2;LAS NIEVES ORIENTE;3120;PUENTE ALTO;1;C;0
609;20089755;2;LUIS;REINOSO;ABARCA;2;9;1989;2;BENITO REBOLLEDO;2781;MACUL;1;C;0
610;18332133;1;MARCELA;ROJAS;SALINAS;9;8;1984;1;EL DESCANSO;8929;MAIPU;1;B;1
611;19932565;5;CATALINA;ARRIAGADA;AGUILERA;24;8;2000;1;NUEVA EXTREMADURA;2620;QUINTA NORMAL;1;C;0
612;17972056;6;CRISTOPHER;REGULAR;VILLARROEL;19;7;1988;2;CIRCUNVALACION SUR;8111;LO BARNECHEA;1;A;0
613;9215031;3;MARIA;ZURITA;ANDIA;2;12;2006;1;SANTA ISABEL;6490;SANTIAGO;1;A;0
614;19670967;3;JAVIERA;ALTAMIRANO;ECHEVERRIA;10;7;2006;1;EL CIELO;9467;MAIPU;1;A;0
615;13541338;0;JORGE;MARTINEZ;LEIVA;13;5;1989;2;LARRAIN;3359;LA REINA;1;A;0
616;15390442;1;CAROLINA;DIAZ;BARRERA;31;7;1991;1;LOS VILOS;8306;LA GRANJA;1;C;1
617;11644355;4;LUIS;ROMAN;CARO;7;1;2003;2;FRANCISCO BILBAO;374;PROVIDENCIA;1;A;0
618;6197989;1;VICTOR;BRAVO;SALINAS;29;11;1986;2;ROJAS MAGALLANES;8749;LA FLORIDA;1;C;0
619;16148876;3;MOISES;MUÑOZ;PUEBLA;26;9;1991;2;BENOZZO GOZZOLI;5187;SAN JOAQUIN;1;B;0
620;12599880;1;RAUL;NACARATE;LEON;21;12;1996;2;ROSA ESTER RODRIGUEZ;7301;CERRILLOS;1;C;0
621;15411945;0;EVELYN;TORO;TORO;11;11;1982;1;PTO. GROSSE;2986;SAN BERNARDO;1;B;0
622;19260692;6;FRANCISCA;MUÑOZ;PLAZA;13;8;1987;1;SAN FRANCISCO;7079;LA PINTANA;1;C;0
623;10397332;5;MARIA;ZAPATA;SOTO;21;10;1992;1;ICTINOS;9502;PEÑALOLEN;1;C;1
624;10879591;3;GRACIELA;GOMEZ;MUÑOZ;10;1;2002;1;LAS NALCAS;3444;LA FLORIDA;1;A;0
625;16593502;0;CARLA;AVENDAÑO;GALLARDO;2;1;1996;1;AV. CARRASCAL;4531;QUINTA NORMAL;1;C;0
626;18153808;2;ANDRES;FARIAS;SANTIBAÑEZ;6;10;1992;2;TINGUIRIRICA;1608;MAIPU;1;A;0
627;11647402;6;CARLOS;GOMEZ;ASTETE;7;7;1988;2;CELANOVA;4273;LA PINTANA;1;B;0
628;9230213;K;FRESIA;VALENZUELA;GODOY;23;5;2006;1;SERRANO;7214;PUDAHUEL;1;C;0
629;4685507;8;RAUL;VARGAS;ROJAS;10;12;1992;2;AV. LAGUNA SUR;1525;PUDAHUEL;0; ;0
630;17191055;2;GONZALO;MIRANDA;BIANCO;26;4;2001;2;REY DON FELIPE;9206;LA PINTANA;0; ;1
631;10286641;K;SARA;FABRES;GONZALEZ;8;5;2003;1;CONDELL;8492;SAN BERNARDO;1;C;0
632;8961951;3;MARISOL;MORALES;HERRERA;16;7;2001;1;HISTORIADOR JAIME EYZAGUIRRE;998;MACUL;0; ;0
633;14438453;9;MAURICIO;ROMERO;SILVA;15;9;1970;2;BARON DE JURAS REALES;5664;CONCHALI;1;B;0
634;17621135;0;JUAN;ARAVENA;ARAYA;14;3;2004;2;LO OVALLE;4746;LA GRANJA;1;C;0
635;11485978;8;JACQUELINE;SANTIBAÑEZ;TRONCOSO;16;10;1989;1;EL AGUILUCHO;4131;PROVIDENCIA;1;A;0
636;10849422;0;OSCAR;ASTORGA;LAFFERTE;27;1;1986;2;SANTA PILAR;6646;LA PINTANA;1;A;0
